State,District,Crop,Season,SowingMonth,Area(ha),N(kg/ha),P(kg/ha),K(kg/ha),SoilType,AnnualRainfall(mm),AvgTemperature(C),Yield(t/ha)
Punjab,Amritsar,Cotton,Kharif,February,2.72,70,89,50,Red,1187,25.8,25.44
Karnataka,Belgaum,Rice,Kharif,February,8.86,149,58,96,Red,499,31.5,31.77
West Bengal,Howrah,Tomato,Annual,February,1.47,147,51,59,Clay,1015,29.1,173.03
Tamil Nadu,Salem,Corn,Rabi,December,2.82,73,49,35,Red,593,31.2,17.83
Uttar Pradesh,Kanpur,Wheat,Kharif,January,1.74,64,85,60,Loamy,790,25.1,25.5
Tamil Nadu,Salem,Cotton,Annual,July,8.08,131,75,30,Black,1030,29.9,30.81
Andhra Pradesh,Kurnool,Tomato,Rabi,December,6.8,179,90,29,Clay,765,27.5,224.11
Andhra Pradesh,Guntur,Sugarcane,Zaid,October,4.79,165,43,94,Clay,415,20.6,380.31
Andhra Pradesh,Nellore,Wheat,Zaid,January,6.05,103,78,70,Black,540,32.7,28.9
Uttar Pradesh,Varanasi,Wheat,Annual,May,6.11,109,95,27,Black,997,29.2,28.42
Karnataka,Mandya,Tomato,Kharif,May,6.96,143,93,63,Red,566,23.0,185.0
Uttar Pradesh,Kanpur,Sugarcane,Rabi,April,1.65,157,40,38,Clay,1183,22.2,313.48
Uttar Pradesh,Varanasi,Cotton,Zaid,April,6.99,55,46,100,Red,429,23.1,20.79
Andhra Pradesh,Kurnool,Wheat,Rabi,February,1.93,86,81,33,Black,413,28.9,18.98
Uttar Pradesh,Kanpur,Corn,Zaid,March,7.87,81,93,57,Red,610,23.9,26.74
Uttar Pradesh,Kanpur,Wheat,Kharif,February,6.61,88,93,82,Sandy,1120,22.2,38.21
Maharashtra,Pune,Sugarcane,Rabi,January,2.04,183,71,49,Black,640,20.7,302.08
Tamil Nadu,Madurai,Sugarcane,Annual,January,4.5,67,66,25,Sandy,1160,29.8,257.22
Andhra Pradesh,Guntur,Sugarcane,Kharif,November,5.9,196,72,29,Red,474,22.8,318.29
Maharashtra,Nagpur,Corn,Rabi,August,1.83,97,56,100,Sandy,492,33.8,26.62
Punjab,Ludhiana,Rice,Rabi,December,1.21,186,89,28,Black,762,32.9,31.27
West Bengal,Howrah,Wheat,Rabi,April,8.55,150,60,48,Sandy,622,30.4,37.07
Andhra Pradesh,Guntur,Corn,Annual,September,5.38,149,59,39,Sandy,691,30.1,26.05
Uttar Pradesh,Kanpur,Rice,Kharif,November,8.15,113,93,94,Sandy,532,21.1,35.08
Maharashtra,Pune,Cotton,Rabi,April,1.55,175,73,98,Loamy,555,31.1,33.32
West Bengal,Howrah,Wheat,Annual,October,2.59,144,39,66,Black,463,22.8,23.48
Andhra Pradesh,Kurnool,Cotton,Rabi,December,5.07,61,39,97,Loamy,430,20.9,25.95
